state,district,key,year,season,rain_mm,n_days,rain_normal_mm,rain_anom_mm,rain_anom_pct
PUNJAB,BARNALA,barnala,2001-2002,Kharif,270.32,122,361.0,-90.68,-25.12
PUNJAB,BARNALA,barnala,2002-2003,Kharif,275.86,122,361.0,-85.13,-23.58
PUNJAB,BARNALA,barnala,2003-2004,Kharif,280.19,122,361.0,-80.81,-22.39
PUNJAB,BARNALA,barnala,2004-2005,Kharif,244.79,122,361.0,-116.21,-32.19
PUNJAB,BARNALA,barnala,2005-2006,Kharif,406.13,122,361.0,45.14,12.5
PUNJAB,BARNALA,barnala,2006-2007,Kharif,309.89,122,361.0,-51.1,-14.16
PUNJAB,BARNALA,barnala,2007-2008,Kharif,335.54,122,361.0,-25.46,-7.05
PUNJAB,BARNALA,barnala,2008-2009,Kharif,674.63,122,361.0,313.64,86.88
PUNJAB,BARNALA,barnala,2009-2010,Kharif,476.56,122,361.0,115.56,32.01
PUNJAB,BARNALA,barnala,2010-2011,Kharif,514.75,122,361.0,153.75,42.59
PUNJAB,BARNALA,barnala,2011-2012,Kharif,323.0,122,361.0,-38.0,-10.53
PUNJAB,BARNALA,barnala,2012-2013,Kharif,517.36,122,361.0,156.36,43.31
PUNJAB,BARNALA,barnala,2013-2014,Kharif,309.68,122,361.0,-51.32,-14.22
PUNJAB,BARNALA,barnala,2014-2015,Kharif,154.63,122,361.0,-206.37,-57.17
PUNJAB,BARNALA,barnala,2015-2016,Kharif,307.04,122,361.0,-53.96,-14.95
PUNJAB,BARNALA,barnala,2016-2017,Kharif,250.56,122,361.0,-110.44,-30.59
PUNJAB,BARNALA,barnala,2017-2018,Kharif,337.62,122,361.0,-23.38,-6.48
PUNJAB,BARNALA,barnala,2018-2019,Kharif,541.47,122,361.0,180.48,49.99
PUNJAB,BARNALA,barnala,2019-2020,Kharif,367.0,122,361.0,6.0,1.66
PUNJAB,BARNALA,barnala,2020-2021,Kharif,388.89,122,361.0,27.89,7.73
PUNJAB,BARNALA,barnala,2021-2022,Kharif,286.58,122,361.0,-74.42,-20.62
PUNJAB,BARNALA,barnala,2022-2023,Kharif,392.06,122,361.0,31.07,8.61
PUNJAB,BARNALA,barnala,2023-2024,Kharif,440.37,122,361.0,79.37,21.99
PUNJAB,BARNALA,barnala,1997-1998,Rabi,198.28,182,74.04,124.24,167.81
PUNJAB,BARNALA,barnala,1998-1999,Rabi,107.03,182,74.04,32.99,44.56
PUNJAB,BARNALA,barnala,1999-2000,Rabi,51.62,183,74.04,-22.41,-30.27
PUNJAB,BARNALA,barnala,2000-2001,Rabi,7.97,182,74.04,-66.06,-89.23
PUNJAB,BARNALA,barnala,2001-2002,Rabi,16.24,182,74.04,-57.8,-78.07
PUNJAB,BARNALA,barnala,2002-2003,Rabi,83.12,182,74.04,9.08,12.26
PUNJAB,BARNALA,barnala,2003-2004,Rabi,33.47,183,74.04,-40.57,-54.8
PUNJAB,BARNALA,barnala,2004-2005,Rabi,162.08,182,74.04,88.04,118.91
PUNJAB,BARNALA,barnala,2005-2006,Rabi,45.79,182,74.04,-28.25,-38.15
PUNJAB,BARNALA,barnala,2006-2007,Rabi,116.72,182,74.04,42.68,57.64
PUNJAB,BARNALA,barnala,2007-2008,Rabi,26.27,183,74.04,-47.77,-64.51
PUNJAB,BARNALA,barnala,2008-2009,Rabi,65.61,182,74.04,-8.43,-11.39
PUNJAB,BARNALA,barnala,2009-2010,Rabi,74.03,182,74.04,-0.01,-0.01
PUNJAB,BARNALA,barnala,2010-2011,Rabi,22.39,182,74.04,-51.65,-69.76
PUNJAB,BARNALA,barnala,2011-2012,Rabi,24.95,183,74.04,-49.09,-66.3
PUNJAB,BARNALA,barnala,2012-2013,Rabi,75.19,182,74.04,1.16,1.56
PUNJAB,BARNALA,barnala,2013-2014,Rabi,58.45,182,74.04,-15.58,-21.05
PUNJAB,BARNALA,barnala,2014-2015,Rabi,99.83,182,74.04,25.79,34.83
PUNJAB,BARNALA,barnala,2015-2016,Rabi,65.9,183,74.04,-8.14,-11.0
PUNJAB,BARNALA,barnala,2016-2017,Rabi,67.51,182,74.04,-6.53,-8.82
PUNJAB,BARNALA,barnala,2017-2018,Rabi,26.41,182,74.04,-47.63,-64.33
PUNJAB,BARNALA,barnala,2018-2019,Rabi,73.45,182,74.04,-0.59,-0.8
PUNJAB,BARNALA,barnala,2019-2020,Rabi,167.07,183,74.04,93.03,125.65
PUNJAB,BARNALA,barnala,2020-2021,Rabi,26.93,182,74.04,-47.11,-63.63
PUNJAB,BARNALA,barnala,2021-2022,Rabi,144.36,182,74.04,70.32,94.98
PUNJAB,BARNALA,barnala,2022-2023,Rabi,84.34,182,74.04,10.3,13.91
ASSAM,BARPETA,barpeta,1997-1998,Annual,2080.58,365,2327.95,-247.38,-10.63
ASSAM,BARPETA,barpeta,1998-1999,Annual,2768.48,365,2327.95,440.52,18.92
ASSAM,BARPETA,barpeta,1999-2000,Annual,3053.65,365,2327.95,725.69,31.17
ASSAM,BARPETA,barpeta,2000-2001,Annual,1967.68,366,2327.95,-360.27,-15.48
ASSAM,BARPETA,barpeta,2001-2002,Annual,1816.82,365,2327.95,-511.14,-21.96
ASSAM,BARPETA,barpeta,2002-2003,Annual,2096.02,365,2327.95,-231.94,-9.96
ASSAM,BARPETA,barpeta,2003-2004,Annual,2303.84,365,2327.95,-24.11,-1.04
ASSAM,BARPETA,barpeta,2004-2005,Annual,2825.57,366,2327.95,497.62,21.38
ASSAM,BARPETA,barpeta,2005-2006,Annual,2314.67,365,2327.95,-13.29,-0.57
ASSAM,BARPETA,barpeta,2006-2007,Annual,1802.9,365,2327.95,-525.05,-22.55
ASSAM,BARPETA,barpeta,2007-2008,Annual,2375.05,365,2327.95,47.1,2.02
ASSAM,BARPETA,barpeta,2008-2009,Annual,2568.37,366,2327.95,240.42,10.33
ASSAM,BARPETA,barpeta,2009-2010,Annual,1982.32,365,2327.95,-345.63,-14.85
ASSAM,BARPETA,barpeta,2010-2011,Annual,2839.71,365,2327.95,511.76,21.98
ASSAM,BARPETA,barpeta,2011-2012,Annual,1827.03,365,2327.95,-500.93,-21.52
ASSAM,BARPETA,barpeta,2012-2013,Annual,2514.41,366,2327.95,186.45,8.01
ASSAM,BARPETA,barpeta,2013-2014,Annual,1670.01,365,2327.95,-657.95,-28.26
ASSAM,BARPETA,barpeta,2014-2015,Annual,2147.56,365,2327.95,-180.39,-7.75
ASSAM,BARPETA,barpeta,2015-2016,Annual,2324.93,365,2327.95,-3.03,-0.13
ASSAM,BARPETA,barpeta,2016-2017,Annual,2125.26,366,2327.95,-202.7,-8.71
ASSAM,BARPETA,barpeta,2017-2018,Annual,2507.42,365,2327.95,179.47,7.71
ASSAM,BARPETA,barpeta,2018-2019,Annual,2015.2,365,2327.95,-312.75,-13.43
ASSAM,BARPETA,barpeta,2019-2020,Annual,2615.93,365,2327.95,287.98,12.37
ASSAM,BARPETA,barpeta,2020-2021,Annual,3065.66,366,2327.95,737.71,31.69
ASSAM,BARPETA,barpeta,2021-2022,Annual,1851.91,365,2327.95,-476.05,-20.45
ASSAM,BARPETA,barpeta,2022-2023,Annual,2867.35,365,2327.95,539.39,23.17
ASSAM,BARPETA,barpeta,2023-2024,Annual,2526.44,365,2327.95,198.48,8.53
ASSAM,BARPETA,barpeta,1997-1998,Kharif,1604.33,122,1524.2,80.13,5.26
ASSAM,BARPETA,barpeta,1998-1999,Kharif,1904.06,122,1524.2,379.86,24.92
ASSAM,BARPETA,barpeta,1999-2000,Kharif,1894.52,122,1524.2,370.32,24.3
ASSAM,BARPETA,barpeta,2000-2001,Kharif,1082.95,122,1524.2,-441.25,-28.95
ASSAM,BARPETA,barpeta,2001-2002,Kharif,980.64,122,1524.2,-543.56,-35.66
ASSAM,BARPETA,barpeta,2002-2003,Kharif,1354.3,122,1524.2,-169.9,-11.15
ASSAM,BARPETA,barpeta,2003-2004,Kharif,1326.04,122,1524.2,-198.16,-13.0
ASSAM,BARPETA,barpeta,2004-2005,Kharif,1597.66,122,1524.2,73.46,4.82
ASSAM,BARPETA,barpeta,2005-2006,Kharif,1314.9,122,1524.2,-209.3,-13.73
ASSAM,BARPETA,barpeta,2006-2007,Kharif,1228.94,122,1524.2,-295.26,-19.37
ASSAM,BARPETA,barpeta,2007-2008,Kharif,1611.27,122,1524.2,87.07,5.71
ASSAM,BARPETA,barpeta,2008-2009,Kharif,1768.36,122,1524.2,244.16,16.02
ASSAM,BARPETA,barpeta,2009-2010,Kharif,1343.12,122,1524.2,-181.08,-11.88
ASSAM,BARPETA,barpeta,2010-2011,Kharif,1767.1,122,1524.2,242.9,15.94
ASSAM,BARPETA,barpeta,2011-2012,Kharif,1260.97,122,1524.2,-263.23,-17.27
ASSAM,BARPETA,barpeta,2012-2013,Kharif,1910.1,122,1524.2,385.9,25.32
ASSAM,BARPETA,barpeta,2013-2014,Kharif,1051.09,122,1524.2,-473.11,-31.04
ASSAM,BARPETA,barpeta,2014-2015,Kharif,1541.27,122,1524.2,17.07,1.12
ASSAM,BARPETA,barpeta,2015-2016,Kharif,1570.58,122,1524.2,46.38,3.04
ASSAM,BARPETA,barpeta,2016-2017,Kharif,1224.04,122,1524.2,-300.16,-19.69
ASSAM,BARPETA,barpeta,2017-2018,Kharif,1646.39,122,1524.2,122.19,8.02
ASSAM,BARPETA,barpeta,2018-2019,Kharif,1358.61,122,1524.2,-165.59,-10.86
ASSAM,BARPETA,barpeta,2019-2020,Kharif,1648.92,122,1524.2,124.72,8.18
ASSAM,BARPETA,barpeta,2020-2021,Kharif,2184.7,122,1524.2,660.5,43.33
ASSAM,BARPETA,barpeta,2021-2022,Kharif,1385.86,122,1524.2,-138.34,-9.08
ASSAM,BARPETA,barpeta,2022-2023,Kharif,1708.81,122,1524.2,184.61,12.11
ASSAM,BARPETA,barpeta,2023-2024,Kharif,1883.87,122,1524.2,359.67,23.6
ASSAM,BARPETA,barpeta,1997-1998,Rabi,215.6,182,225.48,-9.88,-4.38
ASSAM,BARPETA,barpeta,1998-1999,Rabi,234.52,182,225.48,9.04,4.01
ASSAM,BARPETA,barpeta,1999-2000,Rabi,474.19,183,225.48,248.71,110.3
ASSAM,BARPETA,barpeta,2000-2001,Rabi,79.83,182,225.48,-145.65,-64.6
ASSAM,BARPETA,barpeta,2001-2002,Rabi,385.5,182,225.48,160.02,70.97
ASSAM,BARPETA,barpeta,2002-2003,Rabi,224.13,182,225.48,-1.35,-0.6
ASSAM,BARPETA,barpeta,2003-2004,Rabi,350.0,183,225.48,124.53,55.23
ASSAM,BARPETA,barpeta,2004-2005,Rabi,494.42,182,225.48,268.94,119.28
ASSAM,BARPETA,barpeta,2005-2006,Rabi,232.58,182,225.48,7.11,3.15
ASSAM,BARPETA,barpeta,2006-2007,Rabi,236.49,182,225.48,11.02,4.89
ASSAM,BARPETA,barpeta,2007-2008,Rabi,351.93,183,225.48,126.45,56.08
ASSAM,BARPETA,barpeta,2008-2009,Rabi,177.53,182,225.48,-47.95,-21.26
ASSAM,BARPETA,barpeta,2009-2010,Rabi,249.18,182,225.48,23.71,10.51
ASSAM,BARPETA,barpeta,2010-2011,Rabi,221.06,182,225.48,-4.42,-1.96
ASSAM,BARPETA,barpeta,2011-2012,Rabi,38.29,183,225.48,-187.19,-83.02
ASSAM,BARPETA,barpeta,2012-2013,Rabi,131.12,182,225.48,-94.35,-41.85
ASSAM,BARPETA,barpeta,2013-2014,Rabi,169.41,182,225.48,-56.06,-24.86
ASSAM,BARPETA,barpeta,2014-2015,Rabi,75.36,182,225.48,-150.11,-66.58
ASSAM,BARPETA,barpeta,2015-2016,Rabi,117.68,183,225.48,-107.79,-47.81
ASSAM,BARPETA,barpeta,2016-2017,Rabi,147.28,182,225.48,-78.2,-34.68
ASSAM,BARPETA,barpeta,2017-2018,Rabi,277.38,182,225.48,51.9,23.02
ASSAM,BARPETA,barpeta,2018-2019,Rabi,147.55,182,225.48,-77.93,-34.56
ASSAM,BARPETA,barpeta,2019-2020,Rabi,178.25,183,225.48,-47.23,-20.95
ASSAM,BARPETA,barpeta,2020-2021,Rabi,103.82,182,225.48,-121.66,-53.96
ASSAM,BARPETA,barpeta,2021-2022,Rabi,209.07,182,225.48,-16.41,-7.28
ASSAM,BARPETA,barpeta,2022-2023,Rabi,340.22,182,225.48,114.74,50.89
MADHYA PRADESH,BARWANI,barwani,1997-1998,Annual,750.52,365,813.52,-63.0,-7.74
MADHYA PRADESH,BARWANI,barwani,1998-1999,Annual,839.43,365,813.52,25.9,3.18
MADHYA PRADESH,BARWANI,barwani,1999-2000,Annual,617.91,365,813.52,-195.61,-24.04
MADHYA PRADESH,BARWANI,barwani,2000-2001,Annual,471.32,366,813.52,-342.21,-42.06
MADHYA PRADESH,BARWANI,barwani,2001-2002,Annual,557.63,365,813.52,-255.89,-31.46
MADHYA PRADESH,BARWANI,barwani,2002-2003,Annual,791.86,365,813.52,-21.66,-2.66
MADHYA PRADESH,BARWANI,barwani,2003-2004,Annual,921.69,365,813.52,108.17,13.3
MADHYA PRADESH,BARWANI,barwani,2004-2005,Annual,765.23,366,813.52,-48.3,-5.94
MADHYA PRADESH,BARWANI,barwani,2005-2006,Annual,506.88,365,813.52,-306.65,-37.69
MADHYA PRADESH,BARWANI,barwani,2006-2007,Annual,1207.84,365,813.52,394.32,48.47
MADHYA PRADESH,BARWANI,barwani,2007-2008,Annual,839.9,365,813.52,26.38,3.24
MADHYA PRADESH,BARWANI,barwani,2008-2009,Annual,530.59,366,813.52,-282.93,-34.78
MADHYA PRADESH,BARWANI,barwani,2009-2010,Annual,840.84,365,813.52,27.32,3.36
MADHYA PRADESH,BARWANI,barwani,2010-2011,Annual,856.14,365,813.52,42.61,5.24
MADHYA PRADESH,BARWANI,barwani,2011-2012,Annual,754.34,365,813.52,-59.19,-7.28
MADHYA PRADESH,BARWANI,barwani,2012-2013,Annual,501.46,366,813.52,-312.06,-38.36
MADHYA PRADESH,BARWANI,barwani,2013-2014,Annual,1099.61,365,813.52,286.08,35.17
MADHYA PRADESH,BARWANI,barwani,2014-2015,Annual,767.47,365,813.52,-46.05,-5.66
MADHYA PRADESH,BARWANI,barwani,2015-2016,Annual,784.66,365,813.52,-28.86,-3.55
MADHYA PRADESH,BARWANI,barwani,2016-2017,Annual,840.52,366,813.52,26.99,3.32
MADHYA PRADESH,BARWANI,barwani,2017-2018,Annual,742.85,365,813.52,-70.68,-8.69
MADHYA PRADESH,BARWANI,barwani,2018-2019,Annual,720.1,365,813.52,-93.43,-11.48
MADHYA PRADESH,BARWANI,barwani,2019-2020,Annual,1371.96,365,813.52,558.43,68.64
MADHYA PRADESH,BARWANI,barwani,2020-2021,Annual,1074.69,366,813.52,261.17,32.1
MADHYA PRADESH,BARWANI,barwani,2021-2022,Annual,891.38,365,813.52,77.85,9.57
MADHYA PRADESH,BARWANI,barwani,2022-2023,Annual,1030.82,365,813.52,217.3,26.71
MADHYA PRADESH,BARWANI,barwani,2023-2024,Annual,887.52,365,813.52,74.0,9.1
MADHYA PRADESH,BARWANI,barwani,1997-1998,Kharif,655.91,122,755.71,-99.79,-13.21
MADHYA PRADESH,BARWANI,barwani,1998-1999,Kharif,790.02,122,755.71,34.32,4.54
MADHYA PRADESH,BARWANI,barwani,1999-2000,Kharif,529.7,122,755.71,-226.01,-29.91
MADHYA PRADESH,BARWANI,barwani,2000-2001,Kharif,455.68,122,755.71,-300.03,-39.7
MADHYA PRADESH,BARWANI,barwani,2001-2002,Kharif,508.05,122,755.71,-247.65,-32.77
MADHYA PRADESH,BARWANI,barwani,2002-2003,Kharif,785.59,122,755.71,29.89,3.95
MADHYA PRADESH,BARWANI,barwani,2003-2004,Kharif,921.06,122,755.71,165.35,21.88
MADHYA PRADESH,BARWANI,barwani,2004-2005,Kharif,707.91,122,755.71,-47.79,-6.32
MADHYA PRADESH,BARWANI,barwani,2005-2006,Kharif,476.45,122,755.71,-279.25,-36.95
MADHYA PRADESH,BARWANI,barwani,2006-2007,Kharif,1174.01,122,755.71,418.3,55.35
MADHYA PRADESH,BARWANI,barwani,2007-2008,Kharif,838.81,122,755.71,83.11,11.0
MADHYA PRADESH,BARWANI,barwani,2008-2009,Kharif,501.35,122,755.71,-254.36,-33.66
MADHYA PRADESH,BARWANI,barwani,2009-2010,Kharif,615.48,122,755.71,-140.23,-18.56
MADHYA PRADESH,BARWANI,barwani,2010-2011,Kharif,831.24,122,755.71,75.53,9.99
MADHYA PRADESH,BARWANI,barwani,2011-2012,Kharif,754.15,122,755.71,-1.56,-0.21
MADHYA PRADESH,BARWANI,barwani,2012-2013,Kharif,499.24,122,755.71,-256.47,-33.94
MADHYA PRADESH,BARWANI,barwani,2013-2014,Kharif,1019.09,122,755.71,263.38,34.85
MADHYA PRADESH,BARWANI,barwani,2014-2015,Kharif,712.77,122,755.71,-42.93,-5.68
MADHYA PRADESH,BARWANI,barwani,2015-2016,Kharif,710.98,122,755.71,-44.73,-5.92
MADHYA PRADESH,BARWANI,barwani,2016-2017,Kharif,782.05,122,755.71,26.35,3.49
MADHYA PRADESH,BARWANI,barwani,2017-2018,Kharif,718.07,122,755.71,-37.63,-4.98
MADHYA PRADESH,BARWANI,barwani,2018-2019,Kharif,719.9,122,755.71,-35.81,-4.74
MADHYA PRADESH,BARWANI,barwani,2019-2020,Kharif,1295.08,122,755.71,539.38,71.37
MADHYA PRADESH,BARWANI,barwani,2020-2021,Kharif,1006.89,122,755.71,251.18,33.24
MADHYA PRADESH,BARWANI,barwani,2021-2022,Kharif,732.26,122,755.71,-23.44,-3.1
MADHYA PRADESH,BARWANI,barwani,2022-2023,Kharif,900.25,122,755.71,144.55,19.13
MADHYA PRADESH,BARWANI,barwani,2023-2024,Kharif,762.06,122,755.71,6.36,0.84
MADHYA PRADESH,BARWANI,barwani,1997-1998,Rabi,92.13,182,52.39,39.74,75.85
MADHYA PRADESH,BARWANI,barwani,1998-1999,Rabi,54.13,182,52.39,1.74,3.32
MADHYA PRADESH,BARWANI,barwani,1999-2000,Rabi,81.04,183,52.39,28.64,54.67
MADHYA PRADESH,BARWANI,barwani,2000-2001,Rabi,7.32,182,52.39,-45.08,-86.04
MADHYA PRADESH,BARWANI,barwani,2001-2002,Rabi,53.13,182,52.39,0.74,1.41
MADHYA PRADESH,BARWANI,barwani,2002-2003,Rabi,0.77,182,52.39,-51.62,-98.53
MADHYA PRADESH,BARWANI,barwani,2003-2004,Rabi,0.25,183,52.39,-52.15,-99.53
MADHYA PRADESH,BARWANI,barwani,2004-2005,Rabi,65.78,182,52.39,13.39,25.55
MADHYA PRADESH,BARWANI,barwani,2005-2006,Rabi,16.38,182,52.39,-36.01,-68.74
MADHYA PRADESH,BARWANI,barwani,2006-2007,Rabi,24.07,182,52.39,-28.32,-54.05
MADHYA PRADESH,BARWANI,barwani,2007-2008,Rabi,0.0,183,52.39,-52.39,-100.0
MADHYA PRADESH,BARWANI,barwani,2008-2009,Rabi,29.28,182,52.39,-23.11,-44.12
MADHYA PRADESH,BARWANI,barwani,2009-2010,Rabi,227.41,182,52.39,175.02,334.04
MADHYA PRADESH,BARWANI,barwani,2010-2011,Rabi,21.58,182,52.39,-30.82,-58.82
MADHYA PRADESH,BARWANI,barwani,2011-2012,Rabi,0.0,183,52.39,-52.39,-100.0
MADHYA PRADESH,BARWANI,barwani,2012-2013,Rabi,6.92,182,52.39,-45.47,-86.79
MADHYA PRADESH,BARWANI,barwani,2013-2014,Rabi,95.37,182,52.39,42.98,82.03
MADHYA PRADESH,BARWANI,barwani,2014-2015,Rabi,68.55,182,52.39,16.16,30.84
MADHYA PRADESH,BARWANI,barwani,2015-2016,Rabi,14.84,183,52.39,-37.55,-71.67
MADHYA PRADESH,BARWANI,barwani,2016-2017,Rabi,54.07,182,52.39,1.68,3.21
MADHYA PRADESH,BARWANI,barwani,2017-2018,Rabi,24.45,182,52.39,-27.94,-53.33
MADHYA PRADESH,BARWANI,barwani,2018-2019,Rabi,1.93,182,52.39,-50.46,-96.31
MADHYA PRADESH,BARWANI,barwani,2019-2020,Rabi,78.79,183,52.39,26.39,50.37
MADHYA PRADESH,BARWANI,barwani,2020-2021,Rabi,71.13,182,52.39,18.73,35.75
MADHYA PRADESH,BARWANI,barwani,2021-2022,Rabi,147.02,182,52.39,94.63,180.61
MADHYA PRADESH,BARWANI,barwani,2022-2023,Rabi,125.89,182,52.39,73.5,140.28
CHHATTISGARH,BASTAR,bastar,1997-1998,Annual,1143.18,365,1563.63,-420.45,-26.89
CHHATTISGARH,BASTAR,bastar,1998-1999,Annual,1309.3,365,1563.63,-254.33,-16.27
CHHATTISGARH,BASTAR,bastar,1999-2000,Annual,1523.36,365,1563.63,-40.27,-2.58
CHHATTISGARH,BASTAR,bastar,2000-2001,Annual,1308.9,366,1563.63,-254.73,-16.29
CHHATTISGARH,BASTAR,bastar,2001-2002,Annual,1644.81,365,1563.63,81.18,5.19
CHHATTISGARH,BASTAR,bastar,2002-2003,Annual,1057.03,365,1563.63,-506.6,-32.4
CHHATTISGARH,BASTAR,bastar,2003-2004,Annual,1613.83,365,1563.63,50.2,3.21
CHHATTISGARH,BASTAR,bastar,2004-2005,Annual,1468.45,366,1563.63,-95.19,-6.09
CHHATTISGARH,BASTAR,bastar,2005-2006,Annual,1476.68,365,1563.63,-86.95,-5.56
CHHATTISGARH,BASTAR,bastar,2006-2007,Annual,1896.14,365,1563.63,332.5,21.26
CHHATTISGARH,BASTAR,bastar,2007-2008,Annual,1522.97,365,1563.63,-40.66,-2.6
CHHATTISGARH,BASTAR,bastar,2008-2009,Annual,1479.95,366,1563.63,-83.68,-5.35
CHHATTISGARH,BASTAR,bastar,2009-2010,Annual,1213.43,365,1563.63,-350.2,-22.4
CHHATTISGARH,BASTAR,bastar,2010-2011,Annual,2274.5,365,1563.63,710.87,45.46
CHHATTISGARH,BASTAR,bastar,2011-2012,Annual,1261.22,365,1563.63,-302.41,-19.34
CHHATTISGARH,BASTAR,bastar,2012-2013,Annual,1783.15,366,1563.63,219.52,14.04
CHHATTISGARH,BASTAR,bastar,2013-2014,Annual,1831.5,365,1563.63,267.87,17.13
CHHATTISGARH,BASTAR,bastar,2014-2015,Annual,1681.55,365,1563.63,117.92,7.54
CHHATTISGARH,BASTAR,bastar,2015-2016,Annual,1563.7,365,1563.63,0.07,0.0
CHHATTISGARH,BASTAR,bastar,2016-2017,Annual,1673.94,366,1563.63,110.3,7.05
CHHATTISGARH,BASTAR,bastar,2017-2018,Annual,1545.43,365,1563.63,-18.2,-1.16
CHHATTISGARH,BASTAR,bastar,2018-2019,Annual,1416.73,365,1563.63,-146.9,-9.39
CHHATTISGARH,BASTAR,bastar,2019-2020,Annual,2122.84,365,1563.63,559.21,35.76
CHHATTISGARH,BASTAR,bastar,2020-2021,Annual,1737.75,366,1563.63,174.11,11.14
CHHATTISGARH,BASTAR,bastar,2021-2022,Annual,1287.36,365,1563.63,-276.27,-17.67
CHHATTISGARH,BASTAR,bastar,2022-2023,Annual,1971.02,365,1563.63,407.39,26.05
CHHATTISGARH,BASTAR,bastar,2023-2024,Annual,1409.31,365,1563.63,-154.33,-9.87
CHHATTISGARH,BASTAR,bastar,1997-1998,Kharif,833.71,122,1284.16,-450.46,-35.08
CHHATTISGARH,BASTAR,bastar,1998-1999,Kharif,913.19,122,1284.16,-370.97,-28.89
CHHATTISGARH,BASTAR,bastar,1999-2000,Kharif,1360.98,122,1284.16,76.82,5.98
CHHATTISGARH,BASTAR,bastar,2000-2001,Kharif,1226.76,122,1284.16,-57.41,-4.47
CHHATTISGARH,BASTAR,bastar,2001-2002,Kharif,1337.7,122,1284.16,53.54,4.17
CHHATTISGARH,BASTAR,bastar,2002-2003,Kharif,888.36,122,1284.16,-395.8,-30.82
CHHATTISGARH,BASTAR,bastar,2003-2004,Kharif,1219.07,122,1284.16,-65.09,-5.07
CHHATTISGARH,BASTAR,bastar,2004-2005,Kharif,1204.18,122,1284.16,-79.98,-6.23
CHHATTISGARH,BASTAR,bastar,2005-2006,Kharif,1153.48,122,1284.16,-130.68,-10.18
CHHATTISGARH,BASTAR,bastar,2006-2007,Kharif,1571.83,122,1284.16,287.67,22.4
CHHATTISGARH,BASTAR,bastar,2007-2008,Kharif,1293.5,122,1284.16,9.34,0.73
CHHATTISGARH,BASTAR,bastar,2008-2009,Kharif,1285.9,122,1284.16,1.74,0.14
CHHATTISGARH,BASTAR,bastar,2009-2010,Kharif,1005.65,122,1284.16,-278.51,-21.69
CHHATTISGARH,BASTAR,bastar,2010-2011,Kharif,1769.23,122,1284.16,485.07,37.77
CHHATTISGARH,BASTAR,bastar,2011-2012,Kharif,1039.01,122,1284.16,-245.15,-19.09
CHHATTISGARH,BASTAR,bastar,2012-2013,Kharif,1504.79,122,1284.16,220.63,17.18
CHHATTISGARH,BASTAR,bastar,2013-2014,Kharif,1430.47,122,1284.16,146.3,11.39
CHHATTISGARH,BASTAR,bastar,2014-2015,Kharif,1430.08,122,1284.16,145.92,11.36
CHHATTISGARH,BASTAR,bastar,2015-2016,Kharif,1380.25,122,1284.16,96.09,7.48
CHHATTISGARH,BASTAR,bastar,2016-2017,Kharif,1411.84,122,1284.16,127.68,9.94
CHHATTISGARH,BASTAR,bastar,2017-2018,Kharif,1295.12,122,1284.16,10.96,0.85
CHHATTISGARH,BASTAR,bastar,2018-2019,Kharif,1224.61,122,1284.16,-59.55,-4.64
CHHATTISGARH,BASTAR,bastar,2019-2020,Kharif,1795.46,122,1284.16,511.29,39.82
CHHATTISGARH,BASTAR,bastar,2020-2021,Kharif,1332.19,122,1284.16,48.03,3.74
CHHATTISGARH,BASTAR,bastar,2021-2022,Kharif,1007.25,122,1284.16,-276.92,-21.56
CHHATTISGARH,BASTAR,bastar,2022-2023,Kharif,1689.86,122,1284.16,405.7,31.59
CHHATTISGARH,BASTAR,bastar,2023-2024,Kharif,1067.9,122,1284.16,-216.26,-16.84
CHHATTISGARH,BASTAR,bastar,1997-1998,Rabi,152.28,182,156.64,-4.36,-2.78
CHHATTISGARH,BASTAR,bastar,1998-1999,Rabi,265.23,182,156.64,108.59,69.33
CHHATTISGARH,BASTAR,bastar,1999-2000,Rabi,98.38,183,156.64,-58.26,-37.19
CHHATTISGARH,BASTAR,bastar,2000-2001,Rabi,21.59,182,156.64,-135.04,-86.22
CHHATTISGARH,BASTAR,bastar,2001-2002,Rabi,176.5,182,156.64,19.86,12.68
CHHATTISGARH,BASTAR,bastar,2002-2003,Rabi,90.66,182,156.64,-65.97,-42.12
CHHATTISGARH,BASTAR,bastar,2003-2004,Rabi,389.8,183,156.64,233.16,148.86
CHHATTISGARH,BASTAR,bastar,2004-2005,Rabi,165.11,182,156.64,8.47,5.41
CHHATTISGARH,BASTAR,bastar,2005-2006,Rabi,241.08,182,156.64,84.45,53.91
CHHATTISGARH,BASTAR,bastar,2006-2007,Rabi,90.55,182,156.64,-66.08,-42.19
CHHATTISGARH,BASTAR,bastar,2007-2008,Rabi,243.49,183,156.64,86.86,55.45
CHHATTISGARH,BASTAR,bastar,2008-2009,Rabi,47.31,182,156.64,-109.33,-69.8
CHHATTISGARH,BASTAR,bastar,2009-2010,Rabi,109.38,182,156.64,-47.26,-30.17
CHHATTISGARH,BASTAR,bastar,2010-2011,Rabi,317.71,182,156.64,161.07,102.83
CHHATTISGARH,BASTAR,bastar,2011-2012,Rabi,44.17,183,156.64,-112.46,-71.8
CHHATTISGARH,BASTAR,bastar,2012-2013,Rabi,99.33,182,156.64,-57.31,-36.59
CHHATTISGARH,BASTAR,bastar,2013-2014,Rabi,259.28,182,156.64,102.64,65.53
CHHATTISGARH,BASTAR,bastar,2014-2015,Rabi,92.34,182,156.64,-64.29,-41.05
CHHATTISGARH,BASTAR,bastar,2015-2016,Rabi,86.13,183,156.64,-70.51,-45.01
