state,district,key,year,season,rain_mm,n_days,rain_normal_mm,rain_anom_mm,rain_anom_pct
BIHAR,MADHUBANI,madhubani,2017-2018,Kharif,1120.9,122,1047.86,73.04,6.97
BIHAR,MADHUBANI,madhubani,2018-2019,Kharif,857.27,122,1047.86,-190.59,-18.19
BIHAR,MADHUBANI,madhubani,2019-2020,Kharif,1230.38,122,1047.86,182.52,17.42
BIHAR,MADHUBANI,madhubani,2020-2021,Kharif,1540.45,122,1047.86,492.58,47.01
BIHAR,MADHUBANI,madhubani,2021-2022,Kharif,1221.15,122,1047.86,173.29,16.54
BIHAR,MADHUBANI,madhubani,2022-2023,Kharif,904.44,122,1047.86,-143.42,-13.69
BIHAR,MADHUBANI,madhubani,2023-2024,Kharif,968.41,122,1047.86,-79.45,-7.58
BIHAR,MADHUBANI,madhubani,1997-1998,Rabi,35.23,182,92.03,-56.8,-61.72
BIHAR,MADHUBANI,madhubani,1998-1999,Rabi,51.49,182,92.03,-40.53,-44.04
BIHAR,MADHUBANI,madhubani,1999-2000,Rabi,184.58,183,92.03,92.56,100.58
BIHAR,MADHUBANI,madhubani,2000-2001,Rabi,15.35,182,92.03,-76.68,-83.33
BIHAR,MADHUBANI,madhubani,2001-2002,Rabi,355.14,182,92.03,263.12,285.92
BIHAR,MADHUBANI,madhubani,2002-2003,Rabi,70.42,182,92.03,-21.61,-23.48
BIHAR,MADHUBANI,madhubani,2003-2004,Rabi,113.76,183,92.03,21.73,23.62
BIHAR,MADHUBANI,madhubani,2004-2005,Rabi,93.02,182,92.03,0.99,1.08
BIHAR,MADHUBANI,madhubani,2005-2006,Rabi,8.93,182,92.03,-83.1,-90.3
BIHAR,MADHUBANI,madhubani,2006-2007,Rabi,60.83,182,92.03,-31.2,-33.9
BIHAR,MADHUBANI,madhubani,2007-2008,Rabi,16.96,183,92.03,-75.07,-81.57
BIHAR,MADHUBANI,madhubani,2008-2009,Rabi,79.53,182,92.03,-12.49,-13.57
BIHAR,MADHUBANI,madhubani,2009-2010,Rabi,122.79,182,92.03,30.77,33.43
BIHAR,MADHUBANI,madhubani,2010-2011,Rabi,12.74,182,92.03,-79.28,-86.15
BIHAR,MADHUBANI,madhubani,2011-2012,Rabi,25.68,183,92.03,-66.35,-72.1
BIHAR,MADHUBANI,madhubani,2012-2013,Rabi,54.51,182,92.03,-37.51,-40.76
BIHAR,MADHUBANI,madhubani,2013-2014,Rabi,211.17,182,92.03,119.15,129.47
BIHAR,MADHUBANI,madhubani,2014-2015,Rabi,125.25,182,92.03,33.23,36.11
BIHAR,MADHUBANI,madhubani,2015-2016,Rabi,18.3,183,92.03,-73.73,-80.12
BIHAR,MADHUBANI,madhubani,2016-2017,Rabi,118.77,182,92.03,26.74,29.06
BIHAR,MADHUBANI,madhubani,2017-2018,Rabi,24.68,182,92.03,-67.34,-73.18
BIHAR,MADHUBANI,madhubani,2018-2019,Rabi,37.62,182,92.03,-54.41,-59.12
BIHAR,MADHUBANI,madhubani,2019-2020,Rabi,71.21,183,92.03,-20.81,-22.62
BIHAR,MADHUBANI,madhubani,2020-2021,Rabi,23.3,182,92.03,-68.73,-74.68
BIHAR,MADHUBANI,madhubani,2021-2022,Rabi,339.59,182,92.03,247.56,269.01
BIHAR,MADHUBANI,madhubani,2022-2023,Rabi,121.82,182,92.03,29.79,32.37
TAMIL NADU,MADURAI,madurai,1997-1998,Annual,969.94,365,967.24,2.7,0.28
TAMIL NADU,MADURAI,madurai,1998-1999,Annual,1201.4,365,967.24,234.16,24.21
TAMIL NADU,MADURAI,madurai,1999-2000,Annual,865.39,365,967.24,-101.85,-10.53
TAMIL NADU,MADURAI,madurai,2000-2001,Annual,947.19,366,967.24,-20.05,-2.07
TAMIL NADU,MADURAI,madurai,2001-2002,Annual,487.17,365,967.24,-480.07,-49.63
TAMIL NADU,MADURAI,madurai,2002-2003,Annual,510.24,365,967.24,-457.0,-47.25
TAMIL NADU,MADURAI,madurai,2003-2004,Annual,456.59,365,967.24,-510.65,-52.79
TAMIL NADU,MADURAI,madurai,2004-2005,Annual,667.93,366,967.24,-299.31,-30.95
TAMIL NADU,MADURAI,madurai,2005-2006,Annual,1245.12,365,967.24,277.88,28.73
TAMIL NADU,MADURAI,madurai,2006-2007,Annual,802.1,365,967.24,-165.14,-17.07
TAMIL NADU,MADURAI,madurai,2007-2008,Annual,954.85,365,967.24,-12.39,-1.28
TAMIL NADU,MADURAI,madurai,2008-2009,Annual,1049.15,366,967.24,81.91,8.47
TAMIL NADU,MADURAI,madurai,2009-2010,Annual,741.92,365,967.24,-225.32,-23.29
TAMIL NADU,MADURAI,madurai,2010-2011,Annual,1245.22,365,967.24,277.98,28.74
TAMIL NADU,MADURAI,madurai,2011-2012,Annual,2403.75,365,967.24,1436.52,148.52
TAMIL NADU,MADURAI,madurai,2012-2013,Annual,1769.42,366,967.24,802.18,82.94
TAMIL NADU,MADURAI,madurai,2013-2014,Annual,677.84,365,967.24,-289.4,-29.92
TAMIL NADU,MADURAI,madurai,2014-2015,Annual,821.32,365,967.24,-145.92,-15.09
TAMIL NADU,MADURAI,madurai,2015-2016,Annual,1130.92,365,967.24,163.68,16.92
TAMIL NADU,MADURAI,madurai,2016-2017,Annual,556.78,366,967.24,-410.46,-42.44
TAMIL NADU,MADURAI,madurai,2017-2018,Annual,892.08,365,967.24,-75.16,-7.77
TAMIL NADU,MADURAI,madurai,2018-2019,Annual,836.35,365,967.24,-130.89,-13.53
TAMIL NADU,MADURAI,madurai,2019-2020,Annual,715.91,365,967.24,-251.33,-25.98
TAMIL NADU,MADURAI,madurai,2020-2021,Annual,942.65,366,967.24,-24.59,-2.54
TAMIL NADU,MADURAI,madurai,2021-2022,Annual,1176.69,365,967.24,209.45,21.65
TAMIL NADU,MADURAI,madurai,2022-2023,Annual,1109.44,365,967.24,142.2,14.7
TAMIL NADU,MADURAI,madurai,2023-2024,Annual,938.09,365,967.24,-29.14,-3.01
TAMIL NADU,MADURAI,madurai,1997-1998,Kharif,248.68,122,351.38,-102.7,-29.23
TAMIL NADU,MADURAI,madurai,1998-1999,Kharif,500.03,122,351.38,148.66,42.31
TAMIL NADU,MADURAI,madurai,1999-2000,Kharif,237.94,122,351.38,-113.43,-32.28
TAMIL NADU,MADURAI,madurai,2000-2001,Kharif,434.13,122,351.38,82.76,23.55
TAMIL NADU,MADURAI,madurai,2001-2002,Kharif,144.3,122,351.38,-207.08,-58.93
TAMIL NADU,MADURAI,madurai,2002-2003,Kharif,128.17,122,351.38,-223.2,-63.52
TAMIL NADU,MADURAI,madurai,2003-2004,Kharif,180.79,122,351.38,-170.59,-48.55
TAMIL NADU,MADURAI,madurai,2004-2005,Kharif,270.44,122,351.38,-80.93,-23.03
TAMIL NADU,MADURAI,madurai,2005-2006,Kharif,268.11,122,351.38,-83.26,-23.7
TAMIL NADU,MADURAI,madurai,2006-2007,Kharif,140.9,122,351.38,-210.48,-59.9
TAMIL NADU,MADURAI,madurai,2007-2008,Kharif,269.11,122,351.38,-82.27,-23.41
TAMIL NADU,MADURAI,madurai,2008-2009,Kharif,350.35,122,351.38,-1.03,-0.29
TAMIL NADU,MADURAI,madurai,2009-2010,Kharif,156.34,122,351.38,-195.04,-55.51
TAMIL NADU,MADURAI,madurai,2010-2011,Kharif,393.61,122,351.38,42.23,12.02
TAMIL NADU,MADURAI,madurai,2011-2012,Kharif,1169.97,122,351.38,818.6,232.97
TAMIL NADU,MADURAI,madurai,2012-2013,Kharif,882.66,122,351.38,531.29,151.2
TAMIL NADU,MADURAI,madurai,2013-2014,Kharif,226.9,122,351.38,-124.47,-35.42
TAMIL NADU,MADURAI,madurai,2014-2015,Kharif,262.2,122,351.38,-89.18,-25.38
TAMIL NADU,MADURAI,madurai,2015-2016,Kharif,318.65,122,351.38,-32.73,-9.31
TAMIL NADU,MADURAI,madurai,2016-2017,Kharif,255.32,122,351.38,-96.05,-27.34
TAMIL NADU,MADURAI,madurai,2017-2018,Kharif,428.82,122,351.38,77.44,22.04
TAMIL NADU,MADURAI,madurai,2018-2019,Kharif,301.39,122,351.38,-49.99,-14.23
TAMIL NADU,MADURAI,madurai,2019-2020,Kharif,326.95,122,351.38,-24.43,-6.95
TAMIL NADU,MADURAI,madurai,2020-2021,Kharif,386.82,122,351.38,35.44,10.09
TAMIL NADU,MADURAI,madurai,2021-2022,Kharif,380.44,122,351.38,29.06,8.27
TAMIL NADU,MADURAI,madurai,2022-2023,Kharif,516.29,122,351.38,164.91,46.93
TAMIL NADU,MADURAI,madurai,2023-2024,Kharif,307.83,122,351.38,-43.55,-12.39
TAMIL NADU,MADURAI,madurai,1997-1998,Rabi,574.69,182,462.78,111.9,24.18
TAMIL NADU,MADURAI,madurai,1998-1999,Rabi,605.54,182,462.78,142.75,30.85
TAMIL NADU,MADURAI,madurai,1999-2000,Rabi,573.07,183,462.78,110.29,23.83
TAMIL NADU,MADURAI,madurai,2000-2001,Rabi,300.35,182,462.78,-162.43,-35.1
TAMIL NADU,MADURAI,madurai,2001-2002,Rabi,212.6,182,462.78,-250.18,-54.06
TAMIL NADU,MADURAI,madurai,2002-2003,Rabi,274.03,182,462.78,-188.75,-40.79
TAMIL NADU,MADURAI,madurai,2003-2004,Rabi,179.49,183,462.78,-283.29,-61.21
TAMIL NADU,MADURAI,madurai,2004-2005,Rabi,336.8,182,462.78,-125.98,-27.22
TAMIL NADU,MADURAI,madurai,2005-2006,Rabi,769.38,182,462.78,306.6,66.25
TAMIL NADU,MADURAI,madurai,2006-2007,Rabi,458.7,182,462.78,-4.08,-0.88
TAMIL NADU,MADURAI,madurai,2007-2008,Rabi,761.63,183,462.78,298.85,64.58
TAMIL NADU,MADURAI,madurai,2008-2009,Rabi,384.28,182,462.78,-78.5,-16.96
TAMIL NADU,MADURAI,madurai,2009-2010,Rabi,352.05,182,462.78,-110.73,-23.93
TAMIL NADU,MADURAI,madurai,2010-2011,Rabi,1066.82,182,462.78,604.04,130.52
TAMIL NADU,MADURAI,madurai,2011-2012,Rabi,646.06,183,462.78,183.28,39.6
TAMIL NADU,MADURAI,madurai,2012-2013,Rabi,470.75,182,462.78,7.97,1.72
TAMIL NADU,MADURAI,madurai,2013-2014,Rabi,274.75,182,462.78,-188.04,-40.63
TAMIL NADU,MADURAI,madurai,2014-2015,Rabi,409.49,182,462.78,-53.29,-11.51
TAMIL NADU,MADURAI,madurai,2015-2016,Rabi,479.37,183,462.78,16.59,3.58
TAMIL NADU,MADURAI,madurai,2016-2017,Rabi,317.66,182,462.78,-145.12,-31.36
TAMIL NADU,MADURAI,madurai,2017-2018,Rabi,290.19,182,462.78,-172.59,-37.29
TAMIL NADU,MADURAI,madurai,2018-2019,Rabi,305.85,182,462.78,-156.94,-33.91
TAMIL NADU,MADURAI,madurai,2019-2020,Rabi,343.96,183,462.78,-118.83,-25.68
TAMIL NADU,MADURAI,madurai,2020-2021,Rabi,631.79,182,462.78,169.0,36.52
TAMIL NADU,MADURAI,madurai,2021-2022,Rabi,566.16,182,462.78,103.38,22.34
TAMIL NADU,MADURAI,madurai,2022-2023,Rabi,446.9,182,462.78,-15.88,-3.43
TELANGANA,MAHABUBABAD,mahabubabad,1997-1998,Annual,1083.25,365,1153.84,-70.59,-6.12
TELANGANA,MAHABUBABAD,mahabubabad,1998-1999,Annual,1134.3,365,1153.84,-19.54,-1.69
TELANGANA,MAHABUBABAD,mahabubabad,1999-2000,Annual,1051.12,365,1153.84,-102.71,-8.9
TELANGANA,MAHABUBABAD,mahabubabad,2000-2001,Annual,1139.48,366,1153.84,-14.36,-1.24
TELANGANA,MAHABUBABAD,mahabubabad,2001-2002,Annual,966.48,365,1153.84,-187.35,-16.24
TELANGANA,MAHABUBABAD,mahabubabad,2002-2003,Annual,908.44,365,1153.84,-245.39,-21.27
TELANGANA,MAHABUBABAD,mahabubabad,2003-2004,Annual,1294.74,365,1153.84,140.9,12.21
TELANGANA,MAHABUBABAD,mahabubabad,2004-2005,Annual,914.18,366,1153.84,-239.66,-20.77
TELANGANA,MAHABUBABAD,mahabubabad,2005-2006,Annual,1256.57,365,1153.84,102.74,8.9
TELANGANA,MAHABUBABAD,mahabubabad,2006-2007,Annual,724.94,365,1153.84,-428.89,-37.17
TELANGANA,MAHABUBABAD,mahabubabad,2007-2008,Annual,738.05,365,1153.84,-415.78,-36.03
TELANGANA,MAHABUBABAD,mahabubabad,2008-2009,Annual,1494.25,366,1153.84,340.41,29.5
TELANGANA,MAHABUBABAD,mahabubabad,2009-2010,Annual,603.71,365,1153.84,-550.12,-47.68
TELANGANA,MAHABUBABAD,mahabubabad,2010-2011,Annual,1650.17,365,1153.84,496.33,43.02
TELANGANA,MAHABUBABAD,mahabubabad,2011-2012,Annual,828.62,365,1153.84,-325.21,-28.19
TELANGANA,MAHABUBABAD,mahabubabad,2012-2013,Annual,1311.08,366,1153.84,157.24,13.63
TELANGANA,MAHABUBABAD,mahabubabad,2013-2014,Annual,1332.83,365,1153.84,178.99,15.51
TELANGANA,MAHABUBABAD,mahabubabad,2014-2015,Annual,758.27,365,1153.84,-395.57,-34.28
TELANGANA,MAHABUBABAD,mahabubabad,2015-2016,Annual,1109.48,365,1153.84,-44.36,-3.84
TELANGANA,MAHABUBABAD,mahabubabad,2016-2017,Annual,1137.91,366,1153.84,-15.92,-1.38
TELANGANA,MAHABUBABAD,mahabubabad,2017-2018,Annual,997.47,365,1153.84,-156.37,-13.55
TELANGANA,MAHABUBABAD,mahabubabad,2018-2019,Annual,1185.96,365,1153.84,32.13,2.78
TELANGANA,MAHABUBABAD,mahabubabad,2019-2020,Annual,1230.57,365,1153.84,76.74,6.65
TELANGANA,MAHABUBABAD,mahabubabad,2020-2021,Annual,1857.88,366,1153.84,704.04,61.02
TELANGANA,MAHABUBABAD,mahabubabad,2021-2022,Annual,1500.79,365,1153.84,346.95,30.07
TELANGANA,MAHABUBABAD,mahabubabad,2022-2023,Annual,1523.56,365,1153.84,369.72,32.04
TELANGANA,MAHABUBABAD,mahabubabad,2023-2024,Annual,1419.46,365,1153.84,265.63,23.02
TELANGANA,MAHABUBABAD,mahabubabad,1997-1998,Kharif,706.59,122,930.65,-224.06,-24.08
TELANGANA,MAHABUBABAD,mahabubabad,1998-1999,Kharif,948.21,122,930.65,17.56,1.89
TELANGANA,MAHABUBABAD,mahabubabad,1999-2000,Kharif,896.62,122,930.65,-34.03,-3.66
TELANGANA,MAHABUBABAD,mahabubabad,2000-2001,Kharif,1022.38,122,930.65,91.73,9.86
TELANGANA,MAHABUBABAD,mahabubabad,2001-2002,Kharif,810.19,122,930.65,-120.46,-12.94
TELANGANA,MAHABUBABAD,mahabubabad,2002-2003,Kharif,695.15,122,930.65,-235.5,-25.3
TELANGANA,MAHABUBABAD,mahabubabad,2003-2004,Kharif,1041.52,122,930.65,110.87,11.91
TELANGANA,MAHABUBABAD,mahabubabad,2004-2005,Kharif,730.64,122,930.65,-200.01,-21.49
TELANGANA,MAHABUBABAD,mahabubabad,2005-2006,Kharif,1026.07,122,930.65,95.43,10.25
TELANGANA,MAHABUBABAD,mahabubabad,2006-2007,Kharif,380.63,122,930.65,-550.02,-59.1
TELANGANA,MAHABUBABAD,mahabubabad,2007-2008,Kharif,637.59,122,930.65,-293.06,-31.49
TELANGANA,MAHABUBABAD,mahabubabad,2008-2009,Kharif,1206.68,122,930.65,276.03,29.66
TELANGANA,MAHABUBABAD,mahabubabad,2009-2010,Kharif,445.66,122,930.65,-484.99,-52.11
TELANGANA,MAHABUBABAD,mahabubabad,2010-2011,Kharif,1187.37,122,930.65,256.72,27.59
TELANGANA,MAHABUBABAD,mahabubabad,2011-2012,Kharif,734.69,122,930.65,-195.96,-21.06
TELANGANA,MAHABUBABAD,mahabubabad,2012-2013,Kharif,1054.3,122,930.65,123.65,13.29
TELANGANA,MAHABUBABAD,mahabubabad,2013-2014,Kharif,1067.69,122,930.65,137.04,14.72
TELANGANA,MAHABUBABAD,mahabubabad,2014-2015,Kharif,574.11,122,930.65,-356.54,-38.31
TELANGANA,MAHABUBABAD,mahabubabad,2015-2016,Kharif,941.74,122,930.65,11.09,1.19
TELANGANA,MAHABUBABAD,mahabubabad,2016-2017,Kharif,961.04,122,930.65,30.39,3.27
TELANGANA,MAHABUBABAD,mahabubabad,2017-2018,Kharif,864.99,122,930.65,-65.66,-7.06
TELANGANA,MAHABUBABAD,mahabubabad,2018-2019,Kharif,1009.65,122,930.65,79.0,8.49
TELANGANA,MAHABUBABAD,mahabubabad,2019-2020,Kharif,938.58,122,930.65,7.93,0.85
TELANGANA,MAHABUBABAD,mahabubabad,2020-2021,Kharif,1590.09,122,930.65,659.44,70.86
TELANGANA,MAHABUBABAD,mahabubabad,2021-2022,Kharif,1308.29,122,930.65,377.65,40.58
TELANGANA,MAHABUBABAD,mahabubabad,2022-2023,Kharif,1294.41,122,930.65,363.77,39.09
TELANGANA,MAHABUBABAD,mahabubabad,2023-2024,Kharif,1052.64,122,930.65,121.99,13.11
TELANGANA,MAHABUBABAD,mahabubabad,1997-1998,Rabi,291.53,182,164.17,127.36,77.57
TELANGANA,MAHABUBABAD,mahabubabad,1998-1999,Rabi,127.01,182,164.17,-37.17,-22.64
TELANGANA,MAHABUBABAD,mahabubabad,1999-2000,Rabi,98.5,183,164.17,-65.67,-40.0
TELANGANA,MAHABUBABAD,mahabubabad,2000-2001,Rabi,43.64,182,164.17,-120.53,-73.42
TELANGANA,MAHABUBABAD,mahabubabad,2001-2002,Rabi,160.23,182,164.17,-3.94,-2.4
TELANGANA,MAHABUBABAD,mahabubabad,2002-2003,Rabi,142.67,182,164.17,-21.5,-13.09
TELANGANA,MAHABUBABAD,mahabubabad,2003-2004,Rabi,248.07,183,164.17,83.9,51.11
TELANGANA,MAHABUBABAD,mahabubabad,2004-2005,Rabi,139.93,182,164.17,-24.24,-14.77
TELANGANA,MAHABUBABAD,mahabubabad,2005-2006,Rabi,156.19,182,164.17,-7.98,-4.86
TELANGANA,MAHABUBABAD,mahabubabad,2006-2007,Rabi,350.24,182,164.17,186.07,113.34
TELANGANA,MAHABUBABAD,mahabubabad,2007-2008,Rabi,186.97,183,164.17,22.8,13.89
TELANGANA,MAHABUBABAD,mahabubabad,2008-2009,Rabi,110.23,182,164.17,-53.94,-32.86
TELANGANA,MAHABUBABAD,mahabubabad,2009-2010,Rabi,140.76,182,164.17,-23.41,-14.26
TELANGANA,MAHABUBABAD,mahabubabad,2010-2011,Rabi,294.36,182,164.17,130.19,79.3
TELANGANA,MAHABUBABAD,mahabubabad,2011-2012,Rabi,52.18,183,164.17,-111.99,-68.22
TELANGANA,MAHABUBABAD,mahabubabad,2012-2013,Rabi,208.26,182,164.17,44.09,26.86
TELANGANA,MAHABUBABAD,mahabubabad,2013-2014,Rabi,227.5,182,164.17,63.33,38.58
TELANGANA,MAHABUBABAD,mahabubabad,2014-2015,Rabi,76.08,182,164.17,-88.09,-53.66
TELANGANA,MAHABUBABAD,mahabubabad,2015-2016,Rabi,51.19,183,164.17,-112.98,-68.82
TELANGANA,MAHABUBABAD,mahabubabad,2016-2017,Rabi,100.24,182,164.17,-63.93,-38.94
TELANGANA,MAHABUBABAD,mahabubabad,2017-2018,Rabi,89.5,182,164.17,-74.67,-45.49
TELANGANA,MAHABUBABAD,mahabubabad,2018-2019,Rabi,128.62,182,164.17,-35.55,-21.65
TELANGANA,MAHABUBABAD,mahabubabad,2019-2020,Rabi,242.44,183,164.17,78.27,47.68
TELANGANA,MAHABUBABAD,mahabubabad,2020-2021,Rabi,221.71,182,164.17,57.53,35.05
TELANGANA,MAHABUBABAD,mahabubabad,2021-2022,Rabi,187.49,182,164.17,23.32,14.2
TELANGANA,MAHABUBABAD,mahabubabad,2022-2023,Rabi,192.91,182,164.17,28.73,17.5
TELANGANA,MAHABUBNAGAR,mahabubnagar,1997-1998,Annual,647.66,365,784.84,-137.18,-17.48
TELANGANA,MAHABUBNAGAR,mahabubnagar,1998-1999,Annual,784.96,365,784.84,0.12,0.02
TELANGANA,MAHABUBNAGAR,mahabubnagar,1999-2000,Annual,582.06,365,784.84,-202.78,-25.84
TELANGANA,MAHABUBNAGAR,mahabubnagar,2000-2001,Annual,781.91,366,784.84,-2.93,-0.37
TELANGANA,MAHABUBNAGAR,mahabubnagar,2001-2002,Annual,797.83,365,784.84,12.99,1.66
TELANGANA,MAHABUBNAGAR,mahabubnagar,2002-2003,Annual,729.27,365,784.84,-55.57,-7.08
TELANGANA,MAHABUBNAGAR,mahabubnagar,2003-2004,Annual,749.36,365,784.84,-35.49,-4.52
TELANGANA,MAHABUBNAGAR,mahabubnagar,2004-2005,Annual,484.9,366,784.84,-299.94,-38.22
TELANGANA,MAHABUBNAGAR,mahabubnagar,2005-2006,Annual,1060.12,365,784.84,275.28,35.07
TELANGANA,MAHABUBNAGAR,mahabubnagar,2006-2007,Annual,773.61,365,784.84,-11.23,-1.43
TELANGANA,MAHABUBNAGAR,mahabubnagar,2007-2008,Annual,766.49,365,784.84,-18.35,-2.34
TELANGANA,MAHABUBNAGAR,mahabubnagar,2008-2009,Annual,902.51,366,784.84,117.67,14.99
TELANGANA,MAHABUBNAGAR,mahabubnagar,2009-2010,Annual,632.21,365,784.84,-152.64,-19.45
TELANGANA,MAHABUBNAGAR,mahabubnagar,2010-2011,Annual,820.44,365,784.84,35.59,4.54
TELANGANA,MAHABUBNAGAR,mahabubnagar,2011-2012,Annual,723.86,365,784.84,-60.98,-7.77
TELANGANA,MAHABUBNAGAR,mahabubnagar,2012-2013,Annual,746.13,366,784.84,-38.71,-4.93
TELANGANA,MAHABUBNAGAR,mahabubnagar,2013-2014,Annual,1035.01,365,784.84,250.17,31.88
TELANGANA,MAHABUBNAGAR,mahabubnagar,2014-2015,Annual,842.72,365,784.84,57.88,7.37
TELANGANA,MAHABUBNAGAR,mahabubnagar,2015-2016,Annual,545.23,365,784.84,-239.61,-30.53
TELANGANA,MAHABUBNAGAR,mahabubnagar,2016-2017,Annual,705.83,366,784.84,-79.02,-10.07
TELANGANA,MAHABUBNAGAR,mahabubnagar,2017-2018,Annual,707.59,365,784.84,-77.25,-9.84
TELANGANA,MAHABUBNAGAR,mahabubnagar,2018-2019,Annual,498.9,365,784.84,-285.94,-36.43
TELANGANA,MAHABUBNAGAR,mahabubnagar,2019-2020,Annual,837.54,365,784.84,52.7,6.71
TELANGANA,MAHABUBNAGAR,mahabubnagar,2020-2021,Annual,1242.72,366,784.84,457.87,58.34
TELANGANA,MAHABUBNAGAR,mahabubnagar,2021-2022,Annual,854.81,365,784.84,69.97,8.91
TELANGANA,MAHABUBNAGAR,mahabubnagar,2022-2023,Annual,1214.37,365,784.84,429.52,54.73
TELANGANA,MAHABUBNAGAR,mahabubnagar,2023-2024,Annual,722.71,365,784.84,-62.13,-7.92
TELANGANA,MAHABUBNAGAR,mahabubnagar,1997-1998,Kharif,397.89,122,583.42,-185.53,-31.8
TELANGANA,MAHABUBNAGAR,mahabubnagar,1998-1999,Kharif,626.54,122,583.42,43.12,7.39
TELANGANA,MAHABUBNAGAR,mahabubnagar,1999-2000,Kharif,452.14,122,583.42,-131.28,-22.5
TELANGANA,MAHABUBNAGAR,mahabubnagar,2000-2001,Kharif,633.37,122,583.42,49.95,8.56
TELANGANA,MAHABUBNAGAR,mahabubnagar,2001-2002,Kharif,548.12,122,583.42,-35.3,-6.05
TELANGANA,MAHABUBNAGAR,mahabubnagar,2002-2003,Kharif,525.78,122,583.42,-57.64,-9.88
TELANGANA,MAHABUBNAGAR,mahabubnagar,2003-2004,Kharif,650.9,122,583.42,67.48,11.57
TELANGANA,MAHABUBNAGAR,mahabubnagar,2004-2005,Kharif,271.13,122,583.42,-312.29,-53.53
TELANGANA,MAHABUBNAGAR,mahabubnagar,2005-2006,Kharif,759.82,122,583.42,176.4,30.24
TELANGANA,MAHABUBNAGAR,mahabubnagar,2006-2007,Kharif,522.17,122,583.42,-61.26,-10.5
TELANGANA,MAHABUBNAGAR,mahabubnagar,2007-2008,Kharif,592.52,122,583.42,9.1,1.56
TELANGANA,MAHABUBNAGAR,mahabubnagar,2008-2009,Kharif,638.89,122,583.42,55.46,9.51
TELANGANA,MAHABUBNAGAR,mahabubnagar,2009-2010,Kharif,507.55,122,583.42,-75.87,-13.0
TELANGANA,MAHABUBNAGAR,mahabubnagar,2010-2011,Kharif,666.7,122,583.42,83.28,14.27
TELANGANA,MAHABUBNAGAR,mahabubnagar,2011-2012,Kharif,557.71,122,583.42,-25.71,-4.41
TELANGANA,MAHABUBNAGAR,mahabubnagar,2012-2013,Kharif,550.22,122,583.42,-33.2,-5.69
TELANGANA,MAHABUBNAGAR,mahabubnagar,2013-2014,Kharif,699.7,122,583.42,116.28,19.93
TELANGANA,MAHABUBNAGAR,mahabubnagar,2014-2015,Kharif,627.42,122,583.42,43.99,7.54
TELANGANA,MAHABUBNAGAR,mahabubnagar,2015-2016,Kharif,352.33,122,583.42,-231.09,-39.61
TELANGANA,MAHABUBNAGAR,mahabubnagar,2016-2017,Kharif,571.51,122,583.42,-11.91,-2.04
TELANGANA,MAHABUBNAGAR,mahabubnagar,2017-2018,Kharif,502.14,122,583.42,-81.28,-13.93
TELANGANA,MAHABUBNAGAR,mahabubnagar,2018-2019,Kharif,358.6,122,583.42,-224.82,-38.54
TELANGANA,MAHABUBNAGAR,mahabubnagar,2019-2020,Kharif,569.5,122,583.42,-13.93,-2.39
TELANGANA,MAHABUBNAGAR,mahabubnagar,2020-2021,Kharif,991.78,122,583.42,408.36,69.99
TELANGANA,MAHABUBNAGAR,mahabubnagar,2021-2022,Kharif,660.28,122,583.42,76.85,13.17
TELANGANA,MAHABUBNAGAR,mahabubnagar,2022-2023,Kharif,951.4,122,583.42,367.98,63.07
TELANGANA,MAHABUBNAGAR,mahabubnagar,2023-2024,Kharif,566.27,122,583.42,-17.15,-2.94
TELANGANA,MAHABUBNAGAR,mahabubnagar,1997-1998,Rabi,104.43,182,139.62,-35.18,-25.2
TELANGANA,MAHABUBNAGAR,mahabubnagar,1998-1999,Rabi,158.04,182,139.62,18.42,13.2
TELANGANA,MAHABUBNAGAR,mahabubnagar,1999-2000,Rabi,56.68,183,139.62,-82.93,-59.4
TELANGANA,MAHABUBNAGAR,mahabubnagar,2000-2001,Rabi,42.95,182,139.62,-96.66,-69.24
TELANGANA,MAHABUBNAGAR,mahabubnagar,2001-2002,Rabi,224.67,182,139.62,85.06,60.92
TELANGANA,MAHABUBNAGAR,mahabubnagar,2002-2003,Rabi,188.32,182,139.62,48.7,34.88
TELANGANA,MAHABUBNAGAR,mahabubnagar,2003-2004,Rabi,94.22,183,139.62,-45.39,-32.51
TELANGANA,MAHABUBNAGAR,mahabubnagar,2004-2005,Rabi,148.48,182,139.62,8.86,6.35
TELANGANA,MAHABUBNAGAR,mahabubnagar,2005-2006,Rabi,235.02,182,139.62,95.4,68.33
TELANGANA,MAHABUBNAGAR,mahabubnagar,2006-2007,Rabi,149.59,182,139.62,9.98,7.14
TELANGANA,MAHABUBNAGAR,mahabubnagar,2007-2008,Rabi,225.81,183,139.62,86.19,61.74
TELANGANA,MAHABUBNAGAR,mahabubnagar,2008-2009,Rabi,72.15,182,139.62,-67.47,-48.32
TELANGANA,MAHABUBNAGAR,mahabubnagar,2009-2010,Rabi,96.7,182,139.62,-42.92,-30.74
TELANGANA,MAHABUBNAGAR,mahabubnagar,2010-2011,Rabi,115.89,182,139.62,-23.72,-16.99
TELANGANA,MAHABUBNAGAR,mahabubnagar,2011-2012,Rabi,76.83,183,139.62,-62.79,-44.97
TELANGANA,MAHABUBNAGAR,mahabubnagar,2012-2013,Rabi,172.44,182,139.62,32.82,23.51
TELANGANA,MAHABUBNAGAR,mahabubnagar,2013-2014,Rabi,274.98,182,139.62,135.37,96.96
